ccode,week,group,denom,dose1,dose2,dose3,doseX,doses,cumDose1,cumDose2,cumDose3,cumDoses
CZE,2021-W24,ALL,10693939,242917,430199,0,0,673116,4807982,2479832,0,7287814
CZE,2021-W24,U18,1999465,8587,286,0,0,8873,18518,1186,0,19704
CZE,2021-W25,ALL,10693939,176266,475171,0,0,651437,4984248,2955003,0,7939251
CZE,2021-W25,U18,1999465,11579,405,0,0,11984,30097,1591,0,31688
CZE,2021-W26,ALL,10693939,135239,483796,0,0,619035,5119487,3438799,0,8558286
CZE,2021-W26,U18,1999465,15265,732,0,0,15997,45362,2323,0,47685
CZE,2021-W27,ALL,10693939,93646,318753,0,0,412399,5213133,3757552,0,8970685
CZE,2021-W27,U18,1999465,17395,690,0,0,18085,62757,3013,0,65770
CZE,2021-W28,ALL,10693939,124612,392993,0,0,517605,5337745,4150545,0,9488290
CZE,2021-W28,U18,1999465,29123,3166,0,0,32289,91880,6179,0,98059
CZE,2021-W29,ALL,10693939,97976,338140,1,0,436117,5435721,4488685,1,9924407
CZE,2021-W29,U18,1999465,29623,7869,0,0,37492,121503,14048,0,135551
CZE,2021-W30,ALL,10693939,95316,230251,1,0,325568,5531037,4718936,2,10249975
CZE,2021-W30,U18,1999465,32335,11987,0,0,44322,153838,26035,0,179873
CZE,2021-W31,ALL,10693939,71212,188919,1,0,260132,5602249,4907855,3,10510107
CZE,2021-W31,U18,1999465,23850,23774,0,0,47624,177688,49809,0,227497
CZE,2021-W32,ALL,10693939,47276,177150,0,0,224426,5649525,5085005,3,10734533
CZE,2021-W32,U18,1999465,16532,35992,0,0,52524,194220,85801,0,280021
CZE,2021-W33,ALL,10693939,42980,149310,0,0,192290,5692505,5234315,3,10926823
CZE,2021-W33,U18,1999465,11856,41083,0,0,52939,206076,126884,0,332960
CZE,2021-W34,ALL,10693939,40600,117653,5,0,158258,5733105,5351968,8,11085081
CZE,2021-W34,U18,1999465,12522,36461,0,0,48983,218598,163345,0,381943
CZE,2021-W35,ALL,10693939,32435,57063,0,0,89498,5765540,5409031,8,11174579
CZE,2021-W35,U18,1999465,10117,23561,0,0,33678,228715,186906,0,415621
CZE,2021-W36,ALL,10693939,27453,37795,4,0,65252,5792993,5446826,12,11239831
CZE,2021-W36,U18,1999465,6151,13627,0,0,19778,234866,200533,0,435399
CZE,2021-W37,ALL,10693939,25641,29801,13,0,55455,5818634,5476627,25,11295286
CZE,2021-W37,U18,1999465,4921,11894,0,0,16815,239787,212427,0,452214
CZE,2021-W38,ALL,10693939,21622,23708,2992,0,48322,5840256,5500335,3017,11343608
CZE,2021-W38,U18,1999465,3740,10031,0,0,13771,243527,222458,0,465985
CZE,2021-W39,ALL,10693939,15660,19975,5043,0,40678,5855916,5520310,8060,11384286
CZE,2021-W39,U18,1999465,2914,7466,1,0,10381,246441,229924,1,476366
CZE,2021-W40,ALL,10693939,17102,18627,13536,0,49265,5873018,5538937,21596,11433551
CZE,2021-W40,U18,1999465,2884,5945,7,0,8836,249325,235869,8,485202
CZE,2021-W41,ALL,10693939,17676,15976,22009,0,55661,5890694,5554913,43605,11489212
CZE,2021-W41,U18,1999465,3320,4389,8,0,7717,252645,240258,16,492919
CZE,2021-W42,ALL,10693939,32095,12287,75754,0,120136,5922789,5567200,119359,11609348
CZE,2021-W42,U18,1999465,4996,3212,13,0,8221,257641,243470,29,501140
CZE,2021-W43,ALL,10693939,55960,11581,99663,0,167204,5978749,5578781,219022,11776552
CZE,2021-W43,U18,1999465,7163,2684,14,0,9861,264804,246154,43,511001
CZE,2021-W44,ALL,10693939,89091,14443,151318,0,254852,6067840,5593224,370340,12031404
CZE,2021-W44,U18,1999465,10344,3816,19,0,14179,275148,249970,62,525180
CZE,2021-W45,ALL,10693939,80092,19830,146776,0,246698,6147932,5613054,517116,12278102
CZE,2021-W45,U18,1999465,11196,4570,26,0,15792,286344,254540,88,540972
CZE,2021-W46,ALL,10693939,83603,31966,113911,0,229480,6231535,5645020,631027,12507582
CZE,2021-W46,U18,1999465,12535,6319,17,0,18871,298879,260859,105,559843
CZE,2021-W47,ALL,10693939,93936,55028,163590,0,312554,6325471,5700048,794617,12820136
CZE,2021-W47,U18,1999465,14125,9305,20,0,23450,313004,270164,125,583293
CZE,2021-W48,ALL,10693939,56961,50560,349174,0,456695,6382432,5750608,1143791,13276831
CZE,2021-W48,U18,1999465,9590,10283,83,0,19956,322594,280447,208,603249
CZE,2021-W49,ALL,10693939,34729,53750,426393,0,514872,6417161,5804358,1570184,13791703
CZE,2021-W49,U18,1999465,6496,11271,145,0,17912,329090,291718,353,621161
CZE,2021-W50,ALL,10693939,28745,64947,400433,0,494125,6445906,5869305,1970617,14285828
CZE,2021-W50,U18,1999465,9597,13097,111,0,22805,338687,304815,464,643966
CZE,2021-W51,ALL,10693939,11416,35709,221254,0,268379,6457322,5905014,2191871,14554207
CZE,2021-W51,U18,1999465,9039,8104,59,0,17202,347726,312919,523,661168
CZE,2021-W52,ALL,10693939,8346,26414,230250,0,265010,6465668,5931428,2422121,14819217
CZE,2021-W52,U18,1999465,10589,6436,67,0,17092,358315,319355,590,678260
CZE,2022-W01,ALL,10693939,17243,35869,443961,0,497073,6482911,5967297,2866082,15316290
CZE,2022-W01,U18,1999465,15557,10569,138,0,26264,373872,329924,728,704524
CZE,2022-W02,ALL,10693939,15970,17482,411573,0,445025,6498881,5984779,3277655,15761315
CZE,2022-W02,U18,1999465,13694,9138,184,0,23016,387566,339062,912,727540
CZE,2022-W03,ALL,10693939,6445,6409,135519,0,148373,6505326,5991188,3413174,15909688
CZE,2022-W03,U18,1999465,4488,5565,107,0,10160,392054,344627,1019,737700
DEU,2020-W52,ALL,83166711,24346,19,0,0,24365,24346,19,0,24365
DEU,2020-W53,ALL,83166711,278365,935,2,0,279302,302711,954,2,303667
DEU,2021-W01,ALL,83166711,375743,823,0,0,376566,678454,1777,2,680233
DEU,2021-W02,ALL,83166711,522179,19740,0,0,541919,1200633,21517,2,1222152
DEU,2021-W03,ALL,83166711,429802,248600,1,0,678403,1630435,270117,3,1900555
DEU,2021-W04,ALL,83166711,311092,333529,3,0,644624,1941527,603646,6,2545179
DEU,2021-W05,ALL,83166711,393878,452402,1,0,846281,2335405,1056048,7,3391460
DEU,2021-W06,ALL,83166711,448774,425348,1,0,874123,2784179,1481396,8,4265583
DEU,2021-W07,ALL,83166711,572929,342689,1,0,915619,3357108,1824085,9,5181202
DEU,2021-W08,ALL,83166711,791086,369572,16,0,1160674,4148194,2193657,25,6341876
DEU,2021-W09,ALL,83166711,1154705,386174,2,0,1540881,5302899,2579831,27,7882757
DEU,2021-W10,ALL,83166711,1413760,392524,6,0,1806290,6716659,2972355,33,9689047
DEU,2021-W11,ALL,83166711,999299,461056,2,0,1460357,7715958,3433411,35,11149404
DEU,2021-W12,ALL,83166711,1564096,537109,5,0,2101210,9280054,3970520,40,13250614
DEU,2021-W13,ALL,83166711,1396640,558592,4,0,1955236,10676694,4529112,44,15205850
DEU,2021-W14,ALL,83166711,2710708,554547,13,0,3265268,13387402,5083659,57,18471118
DEU,2021-W15,ALL,83166711,3219715,474243,11,0,3693969,16607117,5557902,68,22165087
DEU,2021-W16,ALL,83166711,3096307,443022,10,0,3539339,19703424,6000924,78,25704426
DEU,2021-W17,ALL,83166711,4005227,702011,15,0,4707253,23708651,6702935,93,30411679
DEU,2021-W18,ALL,83166711,3839449,1212193,14,0,5051656,27548100,7915128,107,35463335
DEU,2021-W19,ALL,83166711,3477178,1497540,12,0,4974730,31025278,9412668,119,40438065
DEU,2021-W20,ALL,83166711,2716882,2381724,17,0,5098623,33742160,11794392,136,45536688
DEU,2021-W21,ALL,83166711,2215383,2597397,24,0,4812804,35957543,14391789,160,50349492
DEU,2021-W22,ALL,83166711,2193350,2764575,155,0,4958080,38150893,17156364,315,55307572
DEU,2021-W23,ALL,83166711,2420185,3676508,196,0,6096889,40571078,20832872,511,61404461
DEU,2021-W24,ALL,83166711,2346579,3629447,103,0,5976129,42917657,24462319,614,67380590
DEU,2021-W25,ALL,83166711,2396887,3330521,75,0,5727483,45314544,27792840,689,73108073
DEU,2021-W26,ALL,83166711,2317963,2767349,77,0,5085389,47632507,30560189,766,78193462
DEU,2021-W27,ALL,83166711,1554374,2950262,138,0,4504774,49186881,33510451,904,82698236
DEU,2021-W28,ALL,83166711,1131317,2992793,246,0,4124356,50318198,36503244,1150,86822592
DEU,2021-W29,ALL,83166711,793628,2496890,430,0,3290948,51111826,39000134,1580,90113540
DEU,2021-W30,ALL,83166711,664957,2321901,1017,0,2987875,51776783,41322035,2597,93101415
DEU,2021-W31,ALL,83166711,555040,2047327,1697,0,2604064,52331823,43369362,4294,95705479
DEU,2021-W32,ALL,83166711,611423,1876916,2054,0,2490393,52943246,45246278,6348,98195872
DEU,2021-W33,ALL,83166711,702115,1279409,2353,0,1983877,53645361,46525687,8701,100179749
DEU,2021-W34,ALL,83166711,712150,935932,4835,0,1652917,54357511,47461619,13536,101832666
DEU,2021-W35,ALL,83166711,620091,728370,63186,0,1411647,54977602,48189989,76722,103244313
DEU,2021-W36,ALL,83166711,524317,649484,126630,0,1300431,55501919,48839473,203352,104544744
DEU,2021-W37,ALL,83166711,529883,685824,182859,0,1398566,56031802,49525297,386211,105943310
DEU,2021-W38,ALL,83166711,446646,662606,226825,0,1336077,56478448,50187903,613036,107279387
DEU,2021-W39,ALL,83166711,343186,494023,209555,0,1046764,56821634,50681926,822591,108326151
DEU,2021-W40,ALL,83166711,289743,427898,218516,0,936157,57111377,51109824,1041107,109262308
DEU,2021-W41,ALL,83166711,261960,398979,260028,0,920967,57373337,51508803,1301135,110183275
DEU,2021-W42,ALL,83166711,231064,359292,312180,0,902536,57604401,51868095,1613315,111085811
DEU,2021-W43,ALL,83166711,237113,368880,480841,0,1086834,57841514,52236975,2094156,112172645
DEU,2021-W44,ALL,83166711,228046,311919,694551,0,1234516,58069560,52548894,2788707,113407161
DEU,2021-W45,ALL,83166711,303257,328378,1179317,0,1810952,58372817,52877272,3968024,115218113
DEU,2021-W46,ALL,83166711,389808,328833,1999404,0,2718045,58762625,53206105,5967428,117936158
DEU,2021-W47,ALL,83166711,659903,355300,3526992,0,4542195,59422528,53561405,9494420,122478353
DEU,2021-W48,ALL,83166711,613023,389662,4966742,0,5969427,60035551,53951067,14461162,128447780
DEU,2021-W49,ALL,83166711,497426,427806,6000969,0,6926201,60532977,54378873,20462131,135373981
DEU,2021-W50,ALL,83166711,588946,586955,6445902,0,7621803,61121923,54965828,26908033,142995784
DEU,2021-W51,ALL,83166711,387779,422678,3553092,0,4363549,61509702,55388506,30461125,147359333
DEU,2021-W52,ALL,83166711,271411,295433,2299625,0,2866469,61781113,55683939,32760750,150225802
DEU,2022-W01,ALL,83166711,321500,575649,3179049,0,4076198,62102613,56259588,35939799,154302000
DEU,2022-W02,ALL,83166711,334693,641742,3335883,0,4312318,62437306,56901330,39275682,158614318
DNK,2020-W50,ALL,5822763,1,0,0,0,1,1,0,0,1
DNK,2020-W51,ALL,5822763,4,0,0,0,4,5,0,0,5
DNK,2020-W52,ALL,5822763,5868,0,0,0,5868,5873,0,0,5873
DNK,2020-W53,ALL,5822763,41574,2,0,0,41576,47447,2,0,47449
DNK,2021-W01,ALL,5822763,58679,3,0,0,58682,106126,5,0,106131
DNK,2021-W02,ALL,5822763,50686,653,0,0,51339,156812,658,0,157470
DNK,2021-W03,ALL,5822763,10647,25044,0,0,35691,167459,25702,0,193161
DNK,2021-W04,ALL,5822763,4213,55648,0,0,59861,171672,81350,0,253022
DNK,2021-W05,ALL,5822763,9526,49041,1,0,58568,181198,130391,1,311590
DNK,2021-W06,ALL,5822763,38674,26446,0,0,65120,219872,156837,1,376710
DNK,2021-W07,ALL,5822763,81263,6934,0,0,88197,301135,163771,1,464907
DNK,2021-W08,ALL,5822763,107296,9024,8,0,116328,408431,172795,9,581235
DNK,2021-W09,ALL,5822763,108058,18449,6,0,126513,516489,191244,15,707748
DNK,2021-W10,ALL,5822763,45238,52622,18,0,97878,561727,243866,33,805626
DNK,2021-W11,ALL,5822763,49910,55184,1,0,105095,611637,299050,34,910721
DNK,2021-W12,ALL,5822763,54025,49622,7,0,103654,665662,348672,41,1014375
DNK,2021-W13,ALL,5822763,84743,38882,8,0,123633,750405,387554,49,1138008
DNK,2021-W14,ALL,5822763,106235,41328,12,0,147575,856640,428882,61,1285583
DNK,2021-W15,ALL,5822763,189145,53364,11,0,242520,1045785,482246,72,1528103
DNK,2021-W16,ALL,5822763,149484,72860,12,0,222356,1195269,555106,84,1750459
DNK,2021-W17,ALL,5822763,145133,90573,32,0,235738,1340402,645679,116,1986197
DNK,2021-W18,ALL,5822763,138164,196545,24,0,334733,1478566,842224,140,2320930
DNK,2021-W19,ALL,5822763,158028,172825,19,0,330872,1636594,1015049,159,2651802
DNK,2021-W20,ALL,5822763,208517,142860,12,0,351389,1845111,1157909,171,3003191
DNK,2021-W21,ALL,5822763,257935,68180,19,0,326134,2103046,1226089,190,3329325
DNK,2021-W22,ALL,5822763,249896,107364,17,0,357277,2352942,1333453,207,3686602
DNK,2021-W23,ALL,5822763,315054,113648,13,0,428715,2667996,1447101,220,4115317
DNK,2021-W24,ALL,5822763,282864,139545,15,0,422424,2950860,1586646,235,4537741
DNK,2021-W25,ALL,5822763,212720,196201,27,0,408948,3163580,1782847,262,4946689
DNK,2021-W26,ALL,5822763,155556,258423,17,0,413996,3319136,2041270,279,5360685
DNK,2021-W27,ALL,5822763,263897,230591,31,0,494519,3583033,2271861,310,5855204
DNK,2021-W28,ALL,5822763,210022,289512,28,0,499562,3793055,2561373,338,6354766
DNK,2021-W29,ALL,5822763,131867,295419,27,0,427313,3924922,2856792,365,6782079
DNK,2021-W30,ALL,5822763,77722,228583,46,0,306351,4002644,3085375,411,7088430
DNK,2021-W31,ALL,5822763,41054,250623,61,0,291738,4043698,3335998,472,7380168
DNK,2021-W32,ALL,5822763,28945,300916,67,0,329928,4072643,3636914,539,7710096
DNK,2021-W33,ALL,5822763,25628,169301,75,0,195004,4098271,3806215,614,7905100
DNK,2021-W34,ALL,5822763,19966,100752,67,0,120785,4118237,3906967,681,8025885
DNK,2021-W35,ALL,5822763,13516,55340,113,0,68969,4131753,3962307,794,8094854
DNK,2021-W36,ALL,5822763,9337,31876,6013,0,47226,4141090,3994183,6807,8142080
DNK,2021-W37,ALL,5822763,7453,22645,27750,0,57848,4148543,4016828,34557,8199928
DNK,2021-W38,ALL,5822763,6067,18565,25760,0,50392,4154610,4035393,60317,8250320
DNK,2021-W39,ALL,5822763,4716,12130,17006,0,33852,4159326,4047523,77323,8284172
DNK,2021-W40,ALL,5822763,4361,8825,29307,0,42493,4163687,4056348,106630,8326665
DNK,2021-W41,ALL,5822763,4285,7659,38716,0,50660,4167972,4064007,145346,8377325
DNK,2021-W42,ALL,5822763,4408,6028,81729,0,92165,4172380,4070035,227075,8469490
DNK,2021-W43,ALL,5822763,6442,6204,79790,0,92436,4178822,4076239,306865,8561926
DNK,2021-W44,ALL,5822763,8085,5816,74827,0,88728,4186907,4082055,381692,8650654
DNK,2021-W45,ALL,5822763,19706,7812,88403,0,115921,4206613,4089867,470095,8766575
DNK,2021-W46,ALL,5822763,17764,8070,123205,0,149039,4224377,4097937,593300,8915614
DNK,2021-W47,ALL,5822763,13897,8898,192661,0,215456,4238274,4106835,785961,9131070
DNK,2021-W48,ALL,5822763,13836,14276,189113,0,217225,4252110,4121111,975074,9348295
DNK,2021-W49,ALL,5822763,11975,18183,286675,0,316833,4264085,4139294,1261749,9665128
DNK,2021-W50,ALL,5822763,10432,17205,776264,0,803901,4274517,4156499,2038013,10469029
DNK,2021-W51,ALL,5822763,7340,10946,467604,0,485890,4281857,4167445,2505617,10954919
DNK,2021-W52,ALL,5822763,4265,10764,339874,0,354903,4286122,4178209,2845491,11309822
DNK,2022-W01,ALL,5822763,4732,12625,292582,0,309939,4290854,4190834,3138073,11619761
DNK,2022-W02,ALL,5822763,3564,8659,206835,0,219058,4294418,4199493,3344908,11838819
EST,2020-W52,ALL,1328976,191,0,0,0,191,191,0,0,191
EST,2020-W53,ALL,1328976,2331,1,0,0,2332,2522,1,0,2523
EST,2021-W01,ALL,1328976,8390,3,0,0,8393,10912,4,0,10916
EST,2021-W02,ALL,1328976,7131,94,0,0,7225,18043,98,0,18141
EST,2021-W03,ALL,1328976,5431,2388,0,0,7819,23474,2486,0,25960
EST,2021-W04,ALL,1328976,4596,8052,3,0,12651,28070,10538,3,38611
EST,2021-W05,ALL,1328976,7623,7261,2,0,14886,35693,17799,5,53497
EST,2021-W06,ALL,1328976,10272,4736,4,0,15012,45965,22535,9,68509
EST,2021-W07,ALL,1328976,16253,4101,2,0,20356,62218,26636,11,88865
EST,2021-W08,ALL,1328976,16317,7753,4,0,24074,78535,34389,15,112939
EST,2021-W09,ALL,1328976,23574,10017,3,0,33594,102109,44406,18,146533
EST,2021-W10,ALL,1328976,36012,8893,4,0,44909,138121,53299,22,191442
EST,2021-W11,ALL,1328976,28847,4546,3,0,33396,166968,57845,25,224838
EST,2021-W12,ALL,1328976,26822,3988,0,0,30810,193790,61833,25,255648
EST,2021-W13,ALL,1328976,32288,8131,3,0,40422,226078,69964,28,296070
EST,2021-W14,ALL,1328976,32558,6229,4,0,38791,258636,76193,32,334861
EST,2021-W15,ALL,1328976,28878,10844,2,0,39724,287514,87037,34,374585
EST,2021-W16,ALL,1328976,23371,14774,9,0,38154,310885,101811,43,412739
EST,2021-W17,ALL,1328976,27853,25945,7,0,53805,338738,127756,50,466544
EST,2021-W18,ALL,1328976,33530,34568,5,0,68103,372268,162324,55,534647
EST,2021-W19,ALL,1328976,27714,19557,9,0,47280,399982,181881,64,581927
EST,2021-W20,ALL,1328976,36019,26095,13,0,62127,436001,207976,77,644054
EST,2021-W21,ALL,1328976,31552,30168,9,0,61729,467553,238144,86,705783
EST,2021-W22,ALL,1328976,28369,30247,20,0,58636,495922,268391,106,764419
EST,2021-W23,ALL,1328976,22060,45207,28,0,67295,517982,313598,134,831714
EST,2021-W23,U18,257044,1065,128,0,0,1193,1065,128,0,1193
EST,2021-W24,ALL,1328976,18757,50501,39,0,69297,536739,364099,173,901011
EST,2021-W24,U18,257044,1477,202,0,0,1679,2542,330,0,2872
EST,2021-W25,ALL,1328976,7456,22440,14,0,29910,544195,386539,187,930921
EST,2021-W25,U18,257044,1637,150,0,0,1787,4179,480,0,4659
EST,2021-W26,ALL,1328976,11314,36251,31,0,47596,555509,422790,218,978517
EST,2021-W26,U18,257044,2568,443,0,0,3011,6747,923,0,7670
EST,2021-W27,ALL,1328976,13240,25683,19,0,38942,568749,448473,237,1017459
EST,2021-W27,U18,257044,2931,1341,0,0,4272,9678,2264,0,11942
EST,2021-W28,ALL,1328976,12980,20539,34,0,33553,581729,469012,271,1051012
EST,2021-W28,U18,257044,2725,1411,0,0,4136,12403,3675,0,16078
EST,2021-W29,ALL,1328976,17894,20149,29,0,38072,599623,489161,300,1089084
EST,2021-W29,U18,257044,4004,1988,0,0,5992,16407,5663,0,22070
EST,2021-W30,ALL,1328976,15654,13339,56,0,29049,615277,502500,356,1118133
EST,2021-W30,U18,257044,3830,1799,1,0,5630,20237,7462,1,27700
EST,2021-W31,ALL,1328976,21020,10060,107,0,31187,636297,512560,463,1149320
EST,2021-W31,U18,257044,4988,2160,2,0,7150,25225,9622,3,34850
EST,2021-W32,ALL,1328976,20321,11224,140,0,31685,656618,523784,603,1181005
EST,2021-W32,U18,257044,3698,2947,1,0,6646,28923,12569,4,41496
EST,2021-W33,ALL,1328976,14134,10071,125,0,24330,670752,533855,728,1205335
EST,2021-W33,U18,257044,2270,2297,0,0,4567,31193,14866,4,46063
EST,2021-W34,ALL,1328976,13676,11531,192,0,25399,684428,545386,920,1230734
EST,2021-W34,U18,257044,2421,2938,1,0,5360,33614,17804,5,51423
EST,2021-W35,ALL,1328976,8319,12005,150,0,20474,692747,557391,1070,1251208
EST,2021-W35,U18,257044,943,3573,2,0,4518,34557,21377,7,55941
EST,2021-W36,ALL,1328976,6747,12991,232,0,19970,699494,570382,1302,1271178
EST,2021-W36,U18,257044,541,3413,1,0,3955,35098,24790,8,59896
EST,2021-W37,ALL,1328976,6792,14377,397,0,21566,706286,584759,1699,1292744
EST,2021-W37,U18,257044,637,3445,2,0,4084,35735,28235,10,63980
EST,2021-W38,ALL,1328976,6326,15370,400,0,22096,712612,600129,2099,1314840
EST,2021-W38,U18,257044,676,3343,5,0,4024,36411,31578,15,68004
EST,2021-W39,ALL,1328976,4945,8718,348,0,14011,717557,608847,2447,1328851
EST,2021-W39,U18,257044,533,1969,5,0,2507,36944,33547,20,70511
EST,2021-W40,ALL,1328976,4359,7315,926,0,12600,721916,616162,3373,1341451
EST,2021-W40,U18,257044,462,1547,9,0,2018,37406,35094,29,72529
EST,2021-W41,ALL,1328976,5349,5838,4573,0,15760,727265,622000,7946,1357211
EST,2021-W41,U18,257044,449,840,2,0,1291,37855,35934,31,73820
EST,2021-W42,ALL,1328976,9990,5212,10248,0,25450,737255,627212,18194,1382661
EST,2021-W42,U18,257044,637,761,6,0,1404,38492,36695,37,75224
EST,2021-W43,ALL,1328976,12701,4868,26160,0,43729,749956,632080,44354,1426390
EST,2021-W43,U18,257044,1364,691,6,0,2061,39856,37386,43,77285
EST,2021-W44,ALL,1328976,10755,4480,37805,0,53040,760711,636560,82159,1479430
EST,2021-W44,U18,257044,1496,637,14,0,2147,41352,38023,57,79432
EST,2021-W45,ALL,1328976,6674,4140,32070,0,42884,767385,640700,114229,1522314
EST,2021-W45,U18,257044,995,356,14,0,1365,42347,38379,71,80797
EST,2021-W46,ALL,1328976,5243,4398,31081,0,40722,772628,645098,145310,1563036
EST,2021-W46,U18,257044,788,429,13,0,1230,43135,38808,84,82027
EST,2021-W47,ALL,1328976,4095,4831,25822,0,34748,776723,649929,171132,1597784
EST,2021-W47,U18,257044,608,549,16,0,1173,43743,39357,100,83200
EST,2021-W48,ALL,1328976,3427,5661,24249,0,33337,780150,655590,195381,1631121
EST,2021-W48,U18,257044,548,763,21,0,1332,44291,40120,121,84532
EST,2021-W49,ALL,1328976,2752,6637,25553,0,34942,782902,662227,220934,1666063
EST,2021-W49,U18,257044,420,1120,30,0,1570,44711,41240,151,86102
EST,2021-W50,ALL,1328976,2513,6495,28893,0,37901,785415,668722,249827,1703964
EST,2021-W50,U18,257044,376,1207,56,0,1639,45087,42447,207,87741
EST,2021-W51,ALL,1328976,1701,3557,21421,0,26679,787116,672279,271248,1730643
EST,2021-W51,U18,257044,842,582,88,0,1512,45929,43029,295,89253
EST,2021-W52,ALL,1328976,1598,3088,20389,0,25075,788714,675367,291637,1755718
EST,2021-W52,U18,257044,1401,588,140,0,2129,47330,43617,435,91382
EST,2022-W01,ALL,1328976,1981,3595,24253,0,29829,790695,678962,315890,1785547
EST,2022-W01,U18,257044,1821,621,189,0,2631,49151,44238,624,94013
EST,2022-W02,ALL,1328976,1865,3697,27035,0,32597,792560,682659,342925,1818144
EST,2022-W02,U18,257044,1265,485,136,0,1886,50416,44723,760,95899
EST,2022-W03,ALL,1328976,778,1533,10172,0,12483,793338,684192,353097,1830627
EST,2022-W03,U18,257044,504,170,51,0,725,50920,44893,811,96624
GRC,2020-W52,ALL,10718565,278,0,0,0,278,278,0,0,278
GRC,2020-W53,ALL,10718565,3691,0,0,0,3691,3969,0,0,3969
GRC,2021-W01,ALL,10718565,41046,12,0,0,41058,45015,12,0,45027
GRC,2021-W01,U18,1854378,1,0,0,0,1,1,0,0,1
GRC,2021-W02,ALL,10718565,36915,23,0,0,36938,81930,35,0,81965
GRC,2021-W02,U18,1854378,1,0,0,0,1,2,0,0,2
GRC,2021-W03,ALL,10718565,77883,3176,0,0,81059,159813,3211,0,163024
GRC,2021-W03,U18,1854378,1,0,0,0,1,3,0,0,3
GRC,2021-W04,ALL,10718565,75937,35877,0,0,111814,235750,39088,0,274838
GRC,2021-W04,U18,1854378,0,0,0,0,0,3,0,0,3
GRC,2021-W05,ALL,10718565,84975,41381,0,0,126356,320725,80469,0,401194
GRC,2021-W05,U18,1854378,0,1,0,0,1,3,1,0,4
GRC,2021-W06,ALL,10718565,53420,75667,0,0,129087,374145,156136,0,530281
GRC,2021-W06,U18,1854378,0,1,0,0,1,3,2,0,5
GRC,2021-W07,ALL,10718565,98789,75242,0,0,174031,472934,231378,0,704312
GRC,2021-W07,U18,1854378,2,0,0,0,2,5,2,0,7
GRC,2021-W08,ALL,10718565,105124,84330,0,0,189454,578058,315708,0,893766
GRC,2021-W08,U18,1854378,3,0,0,0,3,8,2,0,10
GRC,2021-W09,ALL,10718565,152026,52737,0,0,204763,730084,368445,0,1098529
GRC,2021-W09,U18,1854378,0,0,0,0,0,8,2,0,10
GRC,2021-W10,ALL,10718565,152287,41567,0,0,193854,882371,410012,0,1292383
GRC,2021-W10,U18,1854378,0,2,0,0,2,8,4,0,12
GRC,2021-W11,ALL,10718565,100368,52309,0,0,152677,982739,462321,0,1445060
GRC,2021-W11,U18,1854378,1,3,0,0,4,9,7,0,16
GRC,2021-W12,ALL,10718565,81317,89321,0,0,170638,1064056,551642,0,1615698
GRC,2021-W12,U18,1854378,18,0,0,0,18,27,7,0,34
GRC,2021-W13,ALL,10718565,116176,110659,0,0,226835,1180232,662301,0,1842533
